transaction_id,transaction_date,sender_account,sender_name,sender_npwp,receiver_account,receiver_name,receiver_npwp,amount_idr,transaction_type,description,bank_code,channel,currency,pattern_type,risk_score,is_flagged,reporting_threshold_flag,cross_border
TXN_004906,2023-04-25 16:17:00,CORP_PT_0036_001,PT. Malindo Jaya Diraja,47.668.664.9-197.739,CORP_SH_0023_001,UD HARAPAN BARU,26.903.405.2-441.862,1725657235,LARGE_TRANSFER,Transfer dana operasional ke UD HARAPAN BARU,011,RTGS,IDR,suspicious_large,100,True,True,False
TXN_004907,2024-07-05 10:41:27,0144693086116,Indra Putra,92.657.965.5-461.889,CORP_PT_0051_001,PT. Airlangga Sawit Jaya,78.169.938.4-306.681,14030874,TAX_PAYMENT,Pembayaran pajak perusahaan,014,ATM,IDR,legitimate,10,False,False,False
TXN_004908,2024-04-23 10:41:00,CORP_SH_0030_001,UD INDAH PERMAI,88.859.135.2-809.987,0221417999634,Hadi Sari,98.530.501.6-231.204,1838874815,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,013,RTGS,IDR,layering,100,True,True,False
TXN_004909,2025-02-19 14:29:12,CORP_PT_0044_001,PT. Kaliau Mas Perkasa,75.357.348.1-322.619,CORP_PT_0035_001,PT. BORNEO EKA SAWIT TANGGUH,22.318.405.7-351.158,862035907,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,011,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_004910,2024-06-21 17:05:11,0118491099108,Indra Wibowo,45.210.644.5-491.411,0192125788489,Gina Sari,34.847.585.3-706.256,33089855,SUPPLIER_PAYMENT,Pembayaran supplier untuk Gina Sari,009,BRANCH,IDR,legitimate,10,False,False,False
TXN_004911,2025-04-29 19:16:02,CORP_PT_0045_001,PT. Surya Mukti Perkasa,73.250.402.9-320.368,0165649825901,Dewi Kusuma,33.745.677.1-218.359,45128237,WITHDRAWAL,Transfer dari PT. Surya Mukti Perkasa ke Dewi Kusuma,014,ATM,IDR,suspicious_structuring,81,True,False,False
TXN_004912,2025-04-15 12:08:27,CORP_PT_0077_001,PT. INCASI RAYA,90.842.907.8-942.904,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,2869345914,LARGE_TRANSFER,Transfer dana operasional ke UD INDAH PERMAI,014,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_004913,2024-06-10 05:38:46,0093703717056,Fitri Putra,82.978.341.3-163.116,0089610118225,Joko Wibowo,93.421.192.8-919.917,1376652,SUPPLIER_PAYMENT,Pembayaran supplier untuk Joko Wibowo,013,RTGS,IDR,legitimate,10,False,False,False
TXN_004914,2024-06-08 16:01:51,0169894871279,Fitri Santoso,65.267.152.4-361.928,0087919635296,Budi Putra,29.854.852.8-551.437,26958438,LOAN_PAYMENT,Transfer dari Fitri Santoso ke Budi Putra,008,BRANCH,IDR,legitimate,15,False,False,False
TXN_004915,2025-04-19 09:59:46,CORP_PT_0023_001,PT. WANA SAWIT SUBUR LESTARI,93.864.307.4-655.711,CORP_PT_0076_001,PT. ACEH TIMUR RUBBER COY,56.182.315.4-437.775,47675017,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,014,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_004916,2024-07-10 08:48:25,CORP_PT_0053_001,PT. Bumi Tani Jaya,85.991.691.5-118.303,CORP_SH_0014_001,CV BERKAH NUSANTARA,88.970.710.2-962.382,1442914475,LOAN_ADVANCE,Pinjaman/advance kepada CV BERKAH NUSANTARA,009,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_004917,2024-07-12 17:15:49,CORP_PT_0028_001,PT KOP. WARGA JAYA,56.542.424.1-852.743,CORP_SH_0009_001,CV EMAS KENCANA,78.959.290.6-559.997,46695766,WITHDRAWAL,Transfer dari PT KOP. WARGA JAYA ke CV EMAS KENCANA,008,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_004918,2023-04-26 15:38:00,CORP_SH_0016_001,CV BERKAH NUSANTARA,67.234.910.8-244.518,CORP_PT_0035_001,PT. BORNEO EKA SAWIT TANGGUH,22.318.405.7-351.158,732304309,CAPITAL_INJECTION,Penambahan modal perusahaan,009,RTGS,IDR,layering,100,True,True,False
TXN_004919,2024-10-08 00:53:57,CORP_PT_0051_001,PT. Airlangga Sawit Jaya,78.169.938.4-306.681,CORP_PT_0027_001,PT. KAHAYAN AGRO LESTARI,30.893.356.8-280.451,2848830849,LARGE_TRANSFER,Transfer dana operasional ke PT. KAHAYAN AGRO LESTARI,014,MOBILE_BANKING,IDR,suspicious_large,100,True,True,False
TXN_004920,2025-02-20 05:07:08,CORP_PT_0074_001,PT. PERKEBUNAN I (SEBULUSSALAM),26.576.170.1-685.975,CORP_PT_0001_001,PT. Sena Bangun Aneka Pertiwi,80.327.262.9-231.211,7683869,SALARY_PAYMENT,Pembayaran gaji karyawan dari PT. PERKEBUNAN I (SEBULUSSALAM),009,INTERNET_BANKING,IDR,legitimate,17,False,False,False
TXN_004921,2023-04-10 12:44:00,CORP_PT_0032_001,PT. GLOBALINDO AGUNG LESTARI,72.701.260.3-864.930,CORP_SH_0024_001,CV FAJAR CEMERLANG,27.284.150.7-658.537,1633120705,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,014,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_004922,2025-05-27 21:41:57,CORP_PT_0017_001,PT. Agro Indomas-EK,77.264.924.5-545.210,CORP_PT_0001_001,PT. Sena Bangun Aneka Pertiwi,80.327.262.9-231.211,10620184,UTILITY_PAYMENT,Transfer dari PT. Agro Indomas-EK ke PT. Sena Bangun Aneka Pertiwi,011,RTGS,IDR,legitimate,27,False,False,False
TXN_004923,2024-03-17 15:54:00,CORP_SH_0019_001,UD CAHAYA MANDIRI,84.155.448.3-823.316,0165689271687,Ahmad Wijaya,76.924.590.4-150.970,1518430239,CAPITAL_INJECTION,Penambahan modal perusahaan,011,RTGS,IDR,layering,100,True,True,False
TXN_004924,2025-04-11 11:33:25,CORP_PT_0075_001,PT. BAHRUNY,13.887.716.7-820.826,CORP_SH_0014_001,CV BERKAH NUSANTARA,88.970.710.2-962.382,45066729,WITHDRAWAL,Transfer dari PT. BAHRUNY ke CV BERKAH NUSANTARA,009,BRANCH,IDR,suspicious_structuring,99,True,False,False
TXN_004925,2024-11-26 09:17:01,CORP_PT_0026_001,PT. BERKAH ALAM FAJAR MAS,59.858.209.5-189.315,0165111699541,Dewi Putra,76.187.371.5-999.153,49138057,UTILITY_PAYMENT,Transfer dari PT. BERKAH ALAM FAJAR MAS ke Dewi Putra,011,BRANCH,IDR,legitimate,43,False,False,False
TXN_004926,2024-09-12 11:49:00,CORP_SH_0023_001,UD HARAPAN BARU,26.903.405.2-441.862,CORP_SH_0004_001,PT OMEGA PRIMA,14.169.469.4-148.900,1956900945,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,011,ATM,IDR,layering,100,True,True,False
TXN_004927,2024-07-05 22:37:33,0163896361734,Hadi Sari,96.823.685.3-895.183,0082434979179,Hadi Pratama,98.726.269.4-898.955,20908089,LOAN_PAYMENT,Transfer dari Hadi Sari ke Hadi Pratama,008,RTGS,IDR,legitimate,15,False,False,False
TXN_004928,2024-09-28 12:36:00,CORP_SH_0018_001,PT DUTA SEJAHTERA,70.907.394.1-425.112,CORP_SH_0012_001,UD CAHAYA MANDIRI,14.275.216.8-603.906,1764674362,LOAN_ADVANCE,Pinjaman/advance kepada UD CAHAYA MANDIRI,009,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_004929,2025-03-31 01:52:47,CORP_PT_0023_001,PT. WANA SAWIT SUBUR LESTARI,93.864.307.4-655.711,0093198289661,Indra Kusuma,98.827.208.8-288.258,48728480,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,014,RTGS,IDR,suspicious_structuring,97,True,False,False
TXN_004930,2024-11-22 03:54:39,0222371174744,Budi Kusuma,33.933.810.8-368.329,0165111699541,Dewi Putra,76.187.371.5-999.153,12316768,TAX_PAYMENT,Pembayaran pajak perusahaan,014,ATM,IDR,legitimate,5,False,False,False
TXN_004931,2025-01-17 07:02:32,CORP_PT_0001_001,PT. Sena Bangun Aneka Pertiwi,80.327.262.9-231.211,0144824611548,Gina Kusuma,18.753.883.5-958.977,47766894,TRANSFER,Transfer dari PT. Sena Bangun Aneka Pertiwi ke Gina Kusuma,009,RTGS,IDR,suspicious_structuring,85,True,False,False
TXN_004932,2024-10-24 10:33:00,CORP_PT_0039_001,PT. Bersama Sejahtera Sakti,55.691.544.6-546.865,CORP_SH_0027_001,UD HARAPAN BARU,97.814.959.2-958.291,515239852,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,013,BRANCH,IDR,layering,100,True,True,False
TXN_004933,2024-08-31 23:53:09,CORP_PT_0053_001,PT. Bumi Tani Jaya,85.991.691.5-118.303,CORP_PT_0061_001,PT. IRMASULINDO BLOK 1,38.488.612.9-158.573,1219557771,CAPITAL_INJECTION,Penambahan modal perusahaan,009,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_004934,2024-09-26 14:16:50,CORP_SH_0002_001,UD HARAPAN BARU,55.723.617.3-802.898,CORP_PT_0070_001,PT. TOILI INDOTAMA,80.926.248.5-220.754,1177712102,CAPITAL_INJECTION,Penambahan modal perusahaan,008,BRANCH,IDR,layering,100,True,True,False
TXN_004935,2024-03-13 14:47:00,CORP_PT_0059_001,PT. HENRISON INTI PERSADA,75.360.680.1-256.217,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,1965226290,LOAN_ADVANCE,Pinjaman/advance kepada UD INDAH PERMAI,008,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_004936,2024-10-14 08:32:00,CORP_PT_0073_001,PT. Naga Manis Plantation,25.968.665.3-720.386,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,4783760215,INVESTMENT,Investasi/penyertaan modal,008,ATM,IDR,suspicious_large,100,True,True,False
TXN_004937,2024-04-19 15:10:00,CORP_SH_0004_001,PT OMEGA PRIMA,14.169.469.4-148.900,CORP_SH_0025_001,UD CAHAYA MANDIRI,30.130.601.3-205.699,1151515195,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,011,ATM,IDR,layering,100,True,True,False
TXN_004938,2024-07-29 14:44:13,CORP_PT_0056_001,PT. Natura Agrotani,26.474.848.5-893.728,CORP_SH_0013_001,CV NUSA INDAH,18.249.270.5-403.267,2678234552,INVESTMENT,Investasi/penyertaan modal,009,MOBILE_BANKING,IDR,suspicious_large,99,True,True,False
TXN_004939,2024-08-07 16:00:50,CORP_PT_0074_001,PT. PERKEBUNAN I (SEBULUSSALAM),26.576.170.1-685.975,CORP_SH_0029_001,CV KARYA UTAMA,86.489.956.9-235.556,4998863825,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,013,RTGS,IDR,suspicious_large,100,True,True,False
TXN_004940,2023-04-06 12:34:00,CORP_PT_0006_001,PT. Multi Jayantara Abadi,88.194.298.3-758.388,CORP_SH_0024_001,CV FAJAR CEMERLANG,27.284.150.7-658.537,1183891070,CAPITAL_INJECTION,Penambahan modal perusahaan,011,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_004941,2025-01-09 12:08:24,CORP_PT_0002_001,PT. Borneo Indah Marjaya,69.286.601.8-110.423,CORP_SH_0020_001,CV FAJAR CEMERLANG,59.613.394.5-640.247,47893118,TRANSFER,Transfer dari PT. Borneo Indah Marjaya ke CV FAJAR CEMERLANG,011,BRANCH,IDR,suspicious_structuring,100,True,False,False
TXN_004942,2024-08-02 08:03:00,0085833710040,Fitri Gunawan,80.928.373.2-433.517,CORP_PT_0071_001,PTGUNUNG SYNAJI,97.611.140.8-421.959,29393299,SALARY_PAYMENT,Pembayaran gaji karyawan dari Fitri Gunawan,009,ATM,IDR,legitimate,10,False,False,False
TXN_004943,2024-07-03 20:18:51,0227432744836,Joko Putra,18.297.823.1-330.730,CORP_PT_0043_001,PT. Natuna Inti Makmur,52.628.660.9-833.941,45288998,UTILITY_PAYMENT,Transfer dari Joko Putra ke PT. Natuna Inti Makmur,009,ATM,IDR,legitimate,44,False,False,False
TXN_004944,2024-07-13 15:43:25,0162677163508,Fitri Putra,13.330.355.6-842.166,0133969307164,Hadi Sari,23.828.758.4-626.602,17172220,LOAN_PAYMENT,Transfer dari Fitri Putra ke Hadi Sari,011,BRANCH,IDR,legitimate,15,False,False,False
TXN_004945,2025-04-13 16:13:25,CORP_PT_0017_001,PT. Agro Indomas-EK,77.264.924.5-545.210,0117815794619,Indra Pratama,34.876.647.1-490.625,49886826,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,011,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_004946,2025-04-20 14:37:18,0192163729965,Hadi Kusuma,68.722.487.7-643.611,0086376120516,Eko Santoso,40.457.411.2-270.940,41177555,SALARY_PAYMENT,Pembayaran gaji karyawan dari Hadi Kusuma,011,INTERNET_BANKING,IDR,legitimate,5,False,False,False
TXN_004947,2024-11-11 17:31:26,CORP_PT_0036_001,PT. Malindo Jaya Diraja,47.668.664.9-197.739,0112182351348,Gina Pratama,83.365.584.2-883.640,7307055,SUPPLIER_PAYMENT,Pembayaran supplier untuk Gina Pratama,008,INTERNET_BANKING,IDR,legitimate,14,False,False,False
TXN_004948,2024-09-09 21:23:02,0084312266844,Fitri Wibowo,46.356.736.2-917.136,0194977851275,Indra Wijaya,75.138.828.5-507.855,39066123,LOAN_PAYMENT,Transfer dari Fitri Wibowo ke Indra Wijaya,009,ATM,IDR,legitimate,15,False,False,False
TXN_004949,2024-04-12 08:44:00,CORP_PT_0067_001,PT. HASFARM NAPU,71.108.110.4-799.194,CORP_SH_0004_001,PT OMEGA PRIMA,14.169.469.4-148.900,1865956897,LARGE_TRANSFER,Transfer dana operasional ke PT OMEGA PRIMA,013,BRANCH,IDR,suspicious_large,100,True,True,False
TXN_004950,2025-03-27 15:02:58,0091861734910,Ahmad Wibowo,25.128.181.2-250.224,0138484157851,Sari Kusuma,19.860.278.2-779.757,9259647,UTILITY_PAYMENT,Transfer dari Ahmad Wibowo ke Sari Kusuma,011,BRANCH,IDR,legitimate,15,False,False,False
TXN_004951,2025-02-27 03:21:11,0141510166503,Sari Wijaya,20.956.183.9-148.427,CORP_PT_0036_001,PT. Malindo Jaya Diraja,47.668.664.9-197.739,32488542,TAX_PAYMENT,Pembayaran pajak perusahaan,014,INTERNET_BANKING,IDR,legitimate,9,False,False,False
TXN_004952,2025-05-28 06:34:41,CORP_PT_0060_001,PT. IRMASULINDO,22.628.829.8-373.257,CORP_PT_0020_001,PT. TANAH TUNJUNG PLATEU,54.146.404.1-891.191,15072697,SUPPLIER_PAYMENT,Pembayaran supplier untuk PT. TANAH TUNJUNG PLATEU,014,RTGS,IDR,legitimate,17,False,False,False
TXN_004953,2024-09-28 15:23:40,CORP_PT_0066_001,PT. PENGEMBANGAN SUTRA ALAM,66.257.498.7-234.766,CORP_SH_0022_001,PT JAYA MAKMUR,36.873.212.4-663.479,47973239,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,008,ATM,IDR,suspicious_structuring,100,True,False,False
TXN_004954,2023-04-17 18:55:00,CORP_PT_0068_001,PT. KURNIA LUWUK SEJATI,83.834.851.5-664.921,CORP_SH_0023_001,UD HARAPAN BARU,26.903.405.2-441.862,2014945560,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,008,BRANCH,IDR,suspicious_large,100,True,True,False
TXN_004955,2024-09-23 20:17:16,0094972254458,Joko Wijaya,48.107.689.2-273.946,CORP_PT_0018_001,PT DITJEN PERIKANAN,55.458.481.9-527.623,23403151,TAX_PAYMENT,Pembayaran pajak perusahaan,011,ATM,IDR,legitimate,10,False,False,False
TXN_004956,2025-05-04 07:51:51,CORP_PT_0072_001,PTPERKEBUNAN XVIII/PN VII,81.768.244.8-280.213,0119115498720,Hadi Wibowo,89.161.492.9-186.490,40440592,LOAN_PAYMENT,Transfer dari PTPERKEBUNAN XVIII/PN VII ke Hadi Wibowo,013,RTGS,IDR,legitimate,17,False,False,False
TXN_004957,2025-02-28 13:06:54,0082434979179,Hadi Pratama,98.726.269.4-898.955,0192163729965,Hadi Kusuma,68.722.487.7-643.611,19626953,SALARY_PAYMENT,Pembayaran gaji karyawan dari Hadi Pratama,009,MOBILE_BANKING,IDR,legitimate,5,False,False,False
TXN_004958,2025-01-20 08:36:53,CORP_PT_0043_001,PT. Natuna Inti Makmur,52.628.660.9-833.941,0165649825901,Dewi Kusuma,33.745.677.1-218.359,46706124,WITHDRAWAL,Transfer dari PT. Natuna Inti Makmur ke Dewi Kusuma,014,INTERNET_BANKING,IDR,suspicious_structuring,84,True,False,False
TXN_004959,2024-11-17 14:15:13,CORP_PT_0071_001,PTGUNUNG SYNAJI,97.611.140.8-421.959,CORP_SH_0028_001,UD INDAH PERMAI,26.192.728.9-325.320,46513081,TRANSFER,Transfer dari PTGUNUNG SYNAJI ke UD INDAH PERMAI,008,INTERNET_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_004960,2023-03-03 11:47:00,CORP_PT_0071_001,PTGUNUNG SYNAJI,97.611.140.8-421.959,CORP_SH_0027_001,UD HARAPAN BARU,97.814.959.2-958.291,248423626,LARGE_TRANSFER,Transfer dana operasional ke UD HARAPAN BARU,013,MOBILE_BANKING,IDR,suspicious_large,84,True,True,False
TXN_004961,2024-11-28 09:12:31,CORP_PT_0072_001,PTPERKEBUNAN XVIII/PN VII,81.768.244.8-280.213,CORP_SH_0009_001,CV EMAS KENCANA,78.959.290.6-559.997,1947231257,CAPITAL_INJECTION,Penambahan modal perusahaan,011,BRANCH,IDR,layering,100,True,True,False
TXN_004962,2025-04-19 13:04:35,CORP_PT_0042_001,PT. Golden Land Makmur,74.700.543.6-386.373,0221417999634,Hadi Sari,98.530.501.6-231.204,49418182,TRANSFER,Transfer dari PT. Golden Land Makmur ke Hadi Sari,011,BRANCH,IDR,suspicious_structuring,87,True,False,False
TXN_004963,2024-10-26 17:18:00,CORP_SH_0010_001,UD INDAH PERMAI,95.976.134.1-366.450,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,740331981,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,008,MOBILE_BANKING,IDR,layering,100,True,True,False
TXN_004964,2023-04-20 15:35:00,CORP_SH_0015_001,UD PRIMA SEJAHTERA,88.405.167.4-977.670,CORP_PT_0061_001,PT. IRMASULINDO BLOK 1,38.488.612.9-158.573,810088875,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,009,RTGS,IDR,layering,100,True,True,False
TXN_004965,2025-05-01 08:35:25,CORP_PT_0009_001,PT. Sebatin,63.624.408.6-723.932,0133219793914,Hadi Putra,17.764.507.1-768.809,48135458,WITHDRAWAL,Transfer dari PT. Sebatin ke Hadi Putra,008,INTERNET_BANKING,IDR,suspicious_structuring,87,True,False,False
TXN_004966,2023-09-03 18:49:00,CORP_PT_0039_001,PT. Bersama Sejahtera Sakti,55.691.544.6-546.865,CORP_SH_0028_001,UD INDAH PERMAI,26.192.728.9-325.320,4444511234,INVESTMENT,Investasi/penyertaan modal,008,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_004967,2023-10-08 08:56:00,CORP_PT_0010_001,PT. Sawit Sukses Sejahtera,69.926.297.2-285.928,CORP_SH_0011_001,CV BERKAH NUSANTARA,38.517.787.2-494.848,1315720045,CAPITAL_INJECTION,Penambahan modal perusahaan,008,INTERNET_BANKING,IDR,layering,100,True,True,False
TXN_004968,2024-11-29 22:33:48,CORP_PT_0073_001,PT. Naga Manis Plantation,25.968.665.3-720.386,0169865822969,Joko Putra,15.170.241.1-769.503,36946847,SUPPLIER_PAYMENT,Pembayaran supplier untuk Joko Putra,009,MOBILE_BANKING,IDR,legitimate,15,False,False,False
TXN_004969,2024-09-06 15:29:48,CORP_PT_0005_001,PT. Nunukan Sarana Jaya,36.530.374.2-626.775,CORP_SH_0017_001,PT LESTARI MANDIRI,88.105.276.8-575.861,1311367821,CAPITAL_INJECTION,Penambahan modal perusahaan,014,ATM,IDR,layering,100,True,True,False
TXN_004970,2025-05-07 13:28:38,CORP_PT_0039_001,PT. Bersama Sejahtera Sakti,55.691.544.6-546.865,CORP_PT_0041_001,PT. Sawita Karya Manunggal (SKM),78.235.586.6-345.621,2723571785,INVESTMENT,Investasi/penyertaan modal,009,BRANCH,IDR,suspicious_large,100,True,True,False
TXN_004971,2024-11-14 16:16:48,CORP_PT_0077_001,PT. INCASI RAYA,90.842.907.8-942.904,0098811577071,Hadi Wijaya,53.510.644.5-491.702,31145980,LOAN_PAYMENT,Transfer dari PT. INCASI RAYA ke Hadi Wijaya,014,RTGS,IDR,legitimate,22,False,False,False
TXN_004972,2025-01-28 19:11:47,CORP_PT_0030_001,PT. PULANG PISAU PERDANA,73.119.813.7-569.466,0224720675365,Fitri Wibowo,88.773.567.5-245.454,46507298,WITHDRAWAL,Transfer dari PT. PULANG PISAU PERDANA ke Fitri Wibowo,008,MOBILE_BANKING,IDR,suspicious_structuring,83,True,False,False
TXN_004973,2024-03-11 18:29:00,CORP_SH_0023_001,UD HARAPAN BARU,26.903.405.2-441.862,CORP_SH_0021_001,UD MAJU BERSAMA,61.963.268.9-848.469,714475041,LOAN_ADVANCE,Pinjaman/advance kepada UD MAJU BERSAMA,008,INTERNET_BANKING,IDR,layering,100,True,True,True
TXN_004974,2023-03-14 10:09:00,CORP_PT_0046_001,PT. Sepanjang Inti Surya Abadi,29.457.164.5-993.607,CORP_SH_0011_001,CV BERKAH NUSANTARA,38.517.787.2-494.848,3660855353,LARGE_TRANSFER,Transfer dana operasional ke CV BERKAH NUSANTARA,009,INTERNET_BANKING,IDR,suspicious_large,100,True,True,False
TXN_004975,2024-07-22 05:51:15,CORP_PT_0059_001,PT. HENRISON INTI PERSADA,75.360.680.1-256.217,CORP_SH_0029_001,CV KARYA UTAMA,86.489.956.9-235.556,294021558,INVESTMENT,Investasi/penyertaan modal,014,BRANCH,IDR,suspicious_large,79,True,True,False
TXN_004976,2025-01-26 01:59:32,CORP_PT_0013_001,PT. Manggala Dharma Putra,93.702.361.5-848.663,CORP_PT_0038_001,PT. Damit Mitra Sekawan,88.551.356.8-754.940,47223351,TRANSFER,Transfer dari PT. Manggala Dharma Putra ke PT. Damit Mitra Sekawan,013,ATM,IDR,suspicious_structuring,98,True,False,False
TXN_004977,2025-02-25 02:09:23,CORP_PT_0077_001,PT. INCASI RAYA,90.842.907.8-942.904,CORP_SH_0003_001,UD INDAH PERMAI,30.682.304.5-968.781,2303951835,INVESTMENT,Investasi/penyertaan modal,008,MOBILE_BANKING,IDR,suspicious_large,100,True,True,True
TXN_004978,2025-01-03 02:32:48,CORP_PT_0025_001,PT. SURYA MAS CITRA PERKASA,22.459.101.8-894.394,CORP_SH_0013_001,CV NUSA INDAH,18.249.270.5-403.267,45334125,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,008,MOBILE_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_004979,2024-09-15 07:22:53,CORP_PT_0051_001,PT. Airlangga Sawit Jaya,78.169.938.4-306.681,CORP_SH_0007_001,CV KARYA UTAMA,66.269.514.6-907.512,49426023,CASH_DEPOSIT,Setoran tunai ke rekening perusahaan,009,MOBILE_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_004980,2024-08-28 14:51:17,CORP_PT_0066_001,PT. PENGEMBANGAN SUTRA ALAM,66.257.498.7-234.766,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,47899282,TRANSFER,Transfer dari PT. PENGEMBANGAN SUTRA ALAM ke CV KARYA UTAMA,011,RTGS,IDR,suspicious_structuring,100,True,False,False
TXN_004981,2025-01-23 23:59:59,CORP_PT_0055_001,PT. Bumi Suka Swakarsa,19.688.796.9-434.461,0167434357945,Indra Kusuma,21.874.732.8-321.383,40852486,SUPPLIER_PAYMENT,Pembayaran supplier untuk Indra Kusuma,014,RTGS,IDR,legitimate,12,False,False,False
TXN_004982,2025-01-29 20:27:43,CORP_PT_0078_001,PT. CIMELATI UTAMA,62.516.546.8-276.170,0167615337009,Fitri Gunawan,33.214.219.8-263.456,23516972,SUPPLIER_PAYMENT,Pembayaran supplier untuk Fitri Gunawan,009,RTGS,IDR,legitimate,12,False,False,False
TXN_004983,2025-05-26 17:29:28,CORP_PT_0051_001,PT. Airlangga Sawit Jaya,78.169.938.4-306.681,CORP_SH_0012_001,UD CAHAYA MANDIRI,14.275.216.8-603.906,49386822,WITHDRAWAL,Transfer dari PT. Airlangga Sawit Jaya ke UD CAHAYA MANDIRI,011,MOBILE_BANKING,IDR,suspicious_structuring,100,True,False,False
TXN_004984,2025-05-15 07:01:19,CORP_PT_0024_001,PT. WANASAWIT SUBUR LESTARI,68.538.342.3-674.185,CORP_SH_0021_001,UD MAJU BERSAMA,61.963.268.9-848.469,1673256693,FOREIGN_EXCHANGE,Transaksi valuta asing untuk ekspor,013,BRANCH,IDR,suspicious_large,100,True,True,False
TXN_004985,2023-10-23 17:53:00,CORP_PT_0077_001,PT. INCASI RAYA,90.842.907.8-942.904,CORP_SH_0015_001,UD PRIMA SEJAHTERA,88.405.167.4-977.670,3107204062,LARGE_TRANSFER,Transfer dana operasional ke UD PRIMA SEJAHTERA,011,BRANCH,IDR,suspicious_large,100,True,True,False
TXN_004986,2025-02-15 11:17:37,CORP_PT_0069_001,PT. KAWISAN CENTRAL ASIA,38.696.668.1-854.572,CORP_SH_0027_001,UD HARAPAN BARU,97.814.959.2-958.291,48150353,WITHDRAWAL,Transfer dari PT. KAWISAN CENTRAL ASIA ke UD HARAPAN BARU,011,BRANCH,IDR,suspicious_structuring,100,True,False,False
TXN_004987,2025-03-31 20:20:41,CORP_PT_0030_001,PT. PULANG PISAU PERDANA,73.119.813.7-569.466,0119437894885,Eko Wijaya,69.198.300.2-416.284,25392255,UTILITY_PAYMENT,Transfer dari PT. PULANG PISAU PERDANA ke Eko Wijaya,009,ATM,IDR,legitimate,18,False,False,False
TXN_004988,2025-03-28 13:54:52,CORP_PT_0020_001,PT. TANAH TUNJUNG PLATEU,54.146.404.1-891.191,0223045988634,Eko Gunawan,83.762.510.4-913.795,49300864,WITHDRAWAL,Transfer dari PT. TANAH TUNJUNG PLATEU ke Eko Gunawan,013,RTGS,IDR,suspicious_structuring,83,True,False,False
TXN_004989,2025-04-01 20:45:11,0111843246774,Indra Putra,37.313.413.7-556.536,0089858581696,Ahmad Kusuma,55.393.672.7-679.380,44339897,LOAN_PAYMENT,Transfer dari Indra Putra ke Ahmad Kusuma,011,ATM,IDR,legitimate,15,False,False,False
TXN_004990,2024-10-14 14:50:28,0131072057597,Dewi Wibowo,84.585.212.6-287.153,0148800387687,Hadi Wibowo,49.377.625.6-586.353,8781219,LOAN_PAYMENT,Transfer dari Dewi Wibowo ke Hadi Wibowo,013,ATM,IDR,legitimate,15,False,False,False
TXN_004991,2023-03-07 17:07:00,CORP_SH_0005_001,CV KARYA UTAMA,31.331.716.4-484.312,0112154962868,Gina Wibowo,41.766.545.3-375.977,1198514318,LOAN_ADVANCE,Pinjaman/advance kepada Gina Wibowo,014,BRANCH,IDR,layering,100,True,True,False
TXN_004992,2024-09-27 16:52:00,CORP_PT_0051_001,PT. Airlangga Sawit Jaya,78.169.938.4-306.681,CORP_SH_0014_001,CV BERKAH NUSANTARA,88.970.710.2-962.382,1185020722,INTER_COMPANY_TRANSFER,Transfer antar perusahaan grup,013,ATM,IDR,layering,100,True,True,False
